24,031,701602,6162,+39.011602,-076.983844
24,031,701701,3400,+38.977208,-077.007255
24,031,701702,2417,+38.990808,-077.003178
24,031,701703,3154,+38.985056,-076.991507
24,031,701704,2810,+38.974982,-076.998843
24,031,701800,4947,+38.983260,-077.010626
24,031,701900,3053,+38.994268,-077.000313
24,031,702000,5400,+38.996855,-076.992451
24,031,702101,5720,+39.005773,-076.992790
24,031,702102,3197,+39.022405,-077.003884
24,031,702200,4338,+39.008728,-077.005834
24,031,702301,3720,+39.000253,-077.004355
24,031,702302,4026,+39.006290,-077.013954
24,031,702401,2516,+38.992304,-077.013428
24,031,702402,4506,+38.992911,-077.017937
24,031,702500,4987,+38.992521,-077.028968
24,031,702601,3931,+38.991802,-077.033165
24,031,702602,4482,+38.996553,-077.041461
24,031,702700,6848,+38.997728,-077.051724
24,031,702800,4620,+39.003937,-077.040197
24,031,702900,5192,+39.004745,-077.027890
24,031,703000,1755,+39.019126,-077.024099
24,031,703100,4372,+39.025896,-077.021824
24,031,703201,7356,+39.083677,-077.092842
24,031,703202,5584,+39.094572,-077.098453
24,031,703206,3442,+39.072130,-077.054930
24,031,703207,5646,+39.055471,-077.043822
24,031,703208,5301,+39.044856,-077.020594
24,031,703209,5526,+39.040990,-077.037404
24,031,703210,3282,+39.032128,-077.015353
24,031,703212,7692,+39.073563,-077.039647
24,031,703213,5887,+39.090140,-077.076028
24,031,703214,6713,+39.086274,-077.066138
24,031,703215,3074,+39.083347,-077.056584
24,031,703216,3596,+39.096717,-077.071372
24,031,703218,1899,+39.106356,-077.071992
24,031,703219,3257,+39.106384,-077.065479
24,031,703220,4975,+39.099175,-077.055156
24,031,703221,5143,+39.105853,-077.047313
24,031,703301,4765,+39.070541,-077.093505
24,031,703302,4273,+39.072772,-077.082552
24,031,703401,5569,+39.061096,-077.078884
24,031,703402,3805,+39.069425,-077.068818
24,031,703403,3683,+39.061933,-077.062448
24,031,703404,3240,+39.054367,-077.070168
24,031,703501,6640,+39.054422,-077.087666
24,031,703502,2929,+39.039592,-077.079833
24,031,703601,4640,+39.041168,-077.069466
24,031,703602,2919,+39.030608,-077.062726
24,031,703701,4175,+39.053818,-077.062018
24,031,703702,4040,+39.048359,-077.056454
24,031,703800,2943,+39.037087,-077.052311
24,031,703901,2957,+39.020636,-077.038551
24,031,703902,7185,+39.033075,-077.040766
24,031,704000,6799,+39.021689,-077.050337
24,031,704100,4661,+39.016967,-077.073979
24,031,704200,2213,+39.025842,-077.072703
24,031,704300,3835,+39.022927,-077.088693
24,031,704401,3086,+39.023325,-077.116217
24,031,704403,1510,+39.016241,-077.105876
24,031,704404,5164,+39.011213,-077.104146
24,031,704501,3592,+39.018264,-077.131150
24,031,704502,2677,+39.009223,-077.132806
24,031,704503,3931,+39.006891,-077.118964
24,031,704600,5079,+38.996094,-077.114387
24,031,704700,3858,+38.985111,-077.107182
